Firmenname,Kategorie,Adresse,PLZ,Telefon,Email,Website,Werbering-Mitglied
SPITZBART Paulus - Tischlerei,Bauen Wohnen Einrichten,4663 Laakirchen,4663,,https://www.floorcover.at,Ja
SPS Bruderhofer,Bauen Wohnen Einrichten,4655 Vorchdorf,4655,,https://www.sps-bruderhofer.at,Ja
Steinmetzmeister LITTRINGER,Bauen Wohnen Einrichten,4663 Laakirchen,4663,,https://www.littringer-stein.at,Ja
STÖTTINGER Immobilien Michael Stöttinger,Bauen Wohnen Einrichten,4655 Vorchdorf,4655,,https://www.stoettinger-immobilien.at,Ja
Thomas GÖTSCHHOFER GesmbH,Bauen Wohnen Einrichten,4655 Vorchdorf,4655,,https://www.gut-durchdacht.at,Ja
TISCHLEREI Bernhard Radner,Bauen Wohnen Einrichten,4655 Vorchdorf,4655,,,Ja
Tischlerei STELZHAMMER GmbH,Bauen Wohnen Einrichten,4663 Laakirchen,4663,,,Ja
WohnPlanerin RAFFELSBERGER Eva,Bauen Wohnen Einrichten,4655 Vorchdorf,4655,,https://www.wohnplanerin.at,Ja
Wohnstudio Johannes HUTTERER,Bauen Wohnen Einrichten,4663 Laakirchen,4663,,https://www.moderne-kuechen.at,Ja
ANYTIME FITNESS Vorchdorf,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.af-austria.at,Ja
BARBERSHOP Erkan Abi,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.erkanabibarbersh op.at,Ja
DROGERIE GRÄFINGER - Druckenthanere u. Humanenergetik,Beauty & Fitness,4663 Laakirchen,4663,,https://www.drogerie-graefinger.at,Ja
ECKMANN Friseursalon,Beauty & Fitness,4663 Laakirchen,4663,,,Ja
HAARGENAU Helga Lohninger,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.haargenau.at,Ja
HAARSTUDIO Bettina Staudinger,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.bettina-haarstudio.at,Ja
MEIN TRAINING Vorchdorf,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.mein-training.at,Ja
SCHNITT VISION Lisa Thalinger,Beauty & Fitness,4655 Vorchdorf,4655,,https://www.schnittvision.at,Ja
SCHNITT VISION Lisa Thalinger,Beauty & Fitness,4662 Steyrermühl,4662,,https://www.schnittvision.at,Ja
ZUMBA Andrea,Beauty & Fitness,4655 Vorchdorf,4655,,,Ja
BNP Wirtschaftstreuhand und Steuerberatungs GmbH,Buchhaltung & Steuerberatung,4655 Vorchdorf,4655,,https://www.bnp.at,Ja
FÜRTBAUER-Bilanzbuchhaltung,Buchhaltung & Steuerberatung,4664 Oberweis,4664,,,Ja
HELLEIN Barbara Personalverrechnung,Buchhaltung & Steuerberatung,4655 Vorchdorf,4655,,https://www.hellein.net,Ja
PROCONSULT Wirtschaftsprüfung und Steuerberatung GmbH & Co KG,Buchhaltung & Steuerberatung,4655 Vorchdorf,4655,,https://www.proconsult-wt.at,Ja
Fleischhauerei KINAST GmbH,Catering & Veranstaltungstechnik,4662 Steyrermühl,4662,,https://www.fleischhauerei-kinast.at,Ja
GRAROCK Günter LITO,Catering & Veranstaltungstechnik,4655 Vorchdorf,4655,,https://www.lito.at,Ja
JO'S RESTAURANT,Catering & Veranstaltungstechnik,4655 Vorchdorf,4655,,https://www.jos-restaurant.at,Ja
KALKI'S Hausfleischerei u. Catering,Catering & Veranstaltungstechnik,4655 Vorchdorf,4655,,https://www.kalkishausfleischerei.at,Ja
MICHLHOF zu Haitzing,Catering & Veranstaltungstechnik,4663 Laakirchen,4663,,https://www.michlhof-haitzing.at,Ja
PÖLL GesmbH & Co KG Fleisch- und Wurstspezialitäten,Catering & Veranstaltungstechnik,4655 Vorchdorf,4655,,https://www.poell-vorchdorf.at,Ja
s'GSCHÄFT UMS ECK,Catering & Veranstaltungstechnik,4653 Eberstalzell,4653,,,Ja
ZWIRN - Café Bar Osteria,Catering & Veranstaltungstechnik,4655 Vorchdorf,4655,,https://www.cafezwirn.at,Ja
A-TEAM die Fahrschule,Dienstleistungen,4650 Lambach,4650,,https://www.ateam-fahrschule.at,Ja
BAUMWERK GmbH,Dienstleistungen,4655 Vorchdorf,4655,,https://www.baumwerk.at,Ja
HILFE IM ALLTAG Maria Schimpl,Dienstleistungen,4655 Vorchdorf,4655,,https://www.hilfe-im-alltag.at,Ja
KIENINGER JESSICA Hunde- und Katzensalon,Dienstleistungen,4663 Laakirchen,4663,,https://www.hundekatzensalon.com,Ja
Landschaftspflege PREINSTORFER,Dienstleistungen,4655 Vorchdorf,4655,,https://www.landschaftspflege-preinstorfer.at,Ja
MARKTGEMEINDE Vorchdorf,Dienstleistungen,4655 Vorchdorf,4655,,https://www.vorchdorf.at,Ja
MOBILE PFLEGE Marina Nußbaumer,Dienstleistungen,4655 Vorchdorf,4655,,https://www.mobilepflegenussbaumer.at,Ja
NAHWÄRME Vorchdorf,Dienstleistungen,4655 Vorchdorf,4655,,https://www.nahwaermevorchdorf.at,Ja
proUmwelt GmbH Limberger,Dienstleistungen,4655 Vorchdorf,4655,,https://www.proumwelt.at,Ja
REGIO INTAKT Beratung,Dienstleistungen,4655 Vorchdorf,4655,,https://www.regiointakt.at,Ja
STADTGEMEINDE Laakirchen,Dienstleistungen,4663 Laakirchen,4663,,https://www.laakirchen.at,Ja
Team DOGTRAINING Dominik Söllradl,Dienstleistungen,4655 Vorchdorf,4655,,https://www.dogtraining.at,Ja
TRAUNSTEIN Reinigung Tamara Huemer,Dienstleistungen,4655 Vorchdorf,4655,,https://www.textilreinigung-traunstein.at,Ja
ZAMBELLI Industrieprodukte KG,Dienstleistungen,4655 Vorchdorf,4655,,https://www.zambelli-ip.at,Ja
AHTEL Hochleithner Telekommunikation,EDV,4654 Bad Wimsbach,4654,,https://www.ahtel.at,Ja
FIX FAX Bürotechnik HGmbH,EDV,4655 Vorchdorf,4655,,https://www.fixfax.at,Ja
POWER Networks GmbH,EDV,4655 Vorchdorf,4655,,https://www.powernetworks.at,Ja
SCHATZL .ONLINE,EDV,4655 Vorchdorf,4655,,https://www.schatzl.online,Ja
FOTOART,Fotografie,4663 Laakirchen,4663,,https://www.fotoart.at,Ja
PFATSCHBACHER Florian,Fotografie,4810 Gschwandt,4810,,https://www.pfatschbacher-photography.at,Ja
Blumen MUSCARI,Gärtnerei & Floristik,4663 Laakirchen,4663,,https://www.muscari.at,Ja
KREATIVE BLUMEREI,Gärtnerei & Floristik,4664 Oberweis,4664,,https://www.kreative-blumerei.at,Ja
KRENMAYR KG Thomas Krenmayr,Gärtnerei & Floristik,4655 Vorchdorf,4655,,https://www.blumen-krenmayr.at,Ja
LEITHINGER Gärtnerei und Blumen,Gärtnerei & Floristik,4655 Vorchdorf,4655,,https://www.gaertnerei-leithinger.at,Ja
LUMETSBERGER Elke florale elements,Gärtnerei & Floristik,4655 Vorchdorf,4655,,https://www.elke-lumetsberger.at,Ja
A1 Apotheke Mag. Valik,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.a1apotheke.at,Ja
AITZETMÜLLER Markus Massagepraktik,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,,Ja
ALMTAL-Apotheke Mag. Falkensammer,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.almtalapotheke.at,Ja
CREATIV OPTIK Plakolm,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.plakolm.at,Ja
Die STÖTTINGERS,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.diestoettingers.at,Ja
Bildungshaus VILLA ROSENTAL,Gesundheit & Lebensberatung,4663 Laakirchen,4663,,https://www.instituthuemer.at,Ja
HELIOS-Apotheke,Gesundheit & Lebensberatung,4663 Laakirchen,4663,,https://www.heliosapotheke.at,Ja
Humanenergetik PRANAOM Dr. Marina Gundendorfer-Schelber,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.pranaom.at,Ja
MOORBAD Gmös,Gesundheit & Lebensberatung,4663 Laakirchen,4663,,https://www.moorbad-gmoes.at,Ja
PEARLE Optik Vorchdorf,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.pearle.at,Ja
SCHWABEGGER Optik Hörgeräte Contactlinsen,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.schwabegger.at,Ja
SHIATSU MASSAGE Carmen Adamsmair,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.massagecarmen.at,Ja
STADT Apotheke,Gesundheit & Lebensberatung,4663 Laakirchen,4663,,https://www.stadtapo-laakirchen.at,Ja
WESTREICHER MR Dr. Claudia,Gesundheit & Lebensberatung,4655 Vorchdorf,4655,,https://www.westreicher.at,Ja
ZOPF Schmuck Uhren Optik,Gesundheit & Lebensberatung,4663 Laakirchen,4663,,https://www.zopf-optik.at,Ja
Getränkegroßhandel WAGNER KG,Großhandel,4664 Laakirchen,4664,,https://www.wagnerweb.at,Ja
HARTNER Aggregate und Industrietechnik GmbH,Großhandel,4643 Pettenbach,4643,,https://www.erich-hartner.at,Ja
STUCO GmbH,Großhandel,4655 Vorchdorf,4655,,https://www.stuco.com,Ja
ALMTAL CAMP,Hotelerie & Gastronomie,4643 Pettenbach,4643,,https://www.almtal-camp.at,Ja
BÄCKEREI CAFÉ im Gwölb,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.im-gwoelb.at,Ja
BÄCKEREI CAFÉ Probst,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.baeckerei-probst.at,Ja
BÄCKEREI CAFÉ Resch&Frisch,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.resch-frisch.com,Ja
BIERHOTEL Ranklleiten,Hotelerie & Gastronomie,4643 Pettenbach,4643,,https://www.ranklleiten.com,Ja
Café Bäckerei ZACH,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.zach.baecker.at,Ja
DENK Klaus Hotel Bed & Breakfast,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.hoteldenk.at,Ja
DOLCE Eiscafé,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,,Ja
Foxxy Dance Bar Strassmayr Hermann,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.foxxy.at,Ja
Fuzzy Dance Bar Strassmayr Hermann,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.fuzzybar.at,Ja
FUZO Coffee & Kitchen,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.fuzo-vorchdorf.at,Ja
Gasthaus HINTERREITNER,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.ghhinterreitner.at,Ja
Gasthaus THALSTUBE,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.thalstube.at,Ja
Gasthof BADER,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.gasthofbader.at,Ja
Gasthof PÖLL,Hotelerie & Gastronomie,4656 Kirchham,4656,,https://www.gasthauspoell.at,Ja
Gasthof WIRT AM BACH,Hotelerie & Gastronomie,4664 Oberweis,4664,,https://www.wirtambach.at,Ja
GATSBY - Ihr Platz an der Bar,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.gatsby.at,Ja
HerWeinspaziert - Weinhandel,Hotelerie & Gastronomie,4654 Bad Wimsbach,4654,,office@herweinspaziert.at,Ja
HOIDINGER'S Mostschenke,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.hoidinger.at,Ja
HOFTAVERNE ZIEGELBÖCK,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.hoftaverne.at,Ja
KARMA LOUNGE Cocktails & Kitchen,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,,Ja
McDonald's Vorchdorf,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,,Ja
MICHLHOF zu Haitzing,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.michlhof-haitzing.at,Ja
STEINER'S Fiaker,Hotelerie & Gastronomie,4663 Laakirchen,4663,,https://www.fiaker.steiners-restaurants.at,Ja
VINOLINO Laszl Gerhard,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,,Ja
VOGELHUBERGUT Fam. Scherleithner,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.vogelhubergut.at,Ja
WIRT in der Edt Fam. Radner,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.wirt-edt.at,Ja
ZWIRN - Café Bar Osteria,Hotelerie & Gastronomie,4655 Vorchdorf,4655,,https://www.cafezwirn.at,Ja
ABIES Austria GmbH,Industrie,4664 Laakirchen,4664,,https://www.abies-austria.at,Ja
ARTINA GmbH,Industrie,4663 Laakirchen,4663,,https://www.artina.at,Ja
HEINZEL STEYRERMÜHL GmbH Heinzel Paper,Industrie,4662 Steyrermühl,4662,,https://www.heinzelpaper.com,Ja
HESON Metall- u. Kunststofftechnik,Industrie,4655 Vorchdorf,4655,,https://www.heson.com,Ja
KÖNIGSWIESER Gerätetechnik,Industrie,4655 Vorchdorf,4655,,https://www.koenigswieser.com,Ja
LAAKIRCHEN PAPIER AG Heinzel Paper,Industrie,4663 Laakirchen,4663,,https://www.heinzelpaper.com,Ja
MEYER Logistik,Industrie,4655 Vorchdorf,4655,,https://www.meyer-logistik.at,Ja
SCHIESSL Kältetechnik m.b.H.,Industrie,4655 Vorchdorf,4655,,https://www.schiessl.at,Ja
Automobile MAIRHUBER GmbH,KFZ & Fahrrad,4664 Oberweis,4664,,https://www.autohausmairhuber.at,Ja
Automobile SCHUSTER GmbH,KFZ & Fahrrad,4663 Laakirchen,4663,,https://www.auto-schuster.at,Ja
Automobile SWOBODA GmbH,KFZ & Fahrrad,4664 Oberweis,4664,,https://www.automobileswoboda.at,Ja
Autohaus SCHWEIGER,KFZ & Fahrrad,4643 Pettenbach,4643,,https://www.kfz-schweiger.at,Ja
CRW Sports Zordl Yvonne,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.crw-sports.net,Ja
ESTHOFER Auto Team GmbH,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.esthofer.com,Ja
EUROWHEEL GmbH,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.eurowheel.eu,Ja
GRUBER GmbH Landtechnik & Zweiräder/Microcars,KFZ & Fahrrad,4652 Steinerkirchen,4652,,https://www.teamgruber.at,Ja
GUNDENDORFER GesmbH,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.auto-gundendorfer.at,Ja
HOCHREITER KFZ GMBH,KFZ & Fahrrad,4656 Kirchham,4656,,https://www.toyota-hochreiter.at,Ja
KRONBERGER Autohaus GmbH,KFZ & Fahrrad,4656 Kirchham,4656,,https://www.ford-kronberger.at,Ja
LEISS Kfz,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.kfz-leiss.at,Ja
MÜLLER Kraftfahrzeug GesmbH,KFZ & Fahrrad,4654 Bad Wimsbach,4654,,https://www.kfz-mueller.at,Ja
PICHELSBERGER Autohaus GmbH,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.pichelsberger.at,Ja
WAGENHAUS GmbH,KFZ & Fahrrad,4655 Vorchdorf,4655,,https://www.wagenhaus.at,Ja
FREIBAD Laakirchen,Kultur & Freizeit,4663 Laakirchen,4663,,https://www.laakirchen.at,Ja
FREIBAD Vorchdorf,Kultur & Freizeit,4655 Vorchdorf,4655,,https://www.vorchdorf.at,Ja
KITZMANTELFABRIK,Kultur & Freizeit,4655 Vorchdorf,4655,,https://www.kitzmantelfabrik.at,Ja
PAPIERWELT MUSEUM und ALFA,Kultur & Freizeit,4662 Steyrermühl,4662,,https://www.papiermuseum.at,Ja
Reisen FRÖCH,Kultur & Freizeit,4663 Laakirchen,4663,,https://www.froech-reisen.at,Ja
BRAUEREI Schloss Eggenberg Stöhr GmbH & Co KG,Lebensmittel,4655 Vorchdorf,4655,,https://www.schloss-eggenberg.at,Ja
FEINE WEINE,Lebensmittel,4663 Laakirchen,4663,,https://www.feine-weine.at,Ja
Fleischhauerei KINAST GmbH,Lebensmittel,4662 Steyrermühl,4662,,https://www.fleischhauerei-kinast.at,Ja
Getränkegroßhandel WAGNER KG,Lebensmittel,4664 Laakirchen,4664,,https://www.wagnerweb.at,Ja
HerWeinspaziert - Weinhandel,Lebensmittel,4654 Bad Wimsbach,4654,,office@herweinspaziert.at,Ja
KALKI'S Hausfleischerei u. Catering,Lebensmittel,4655 Vorchdorf,4655,,https://www.kalkishausfleischerei.at,Ja
PLAICHINGER Karl GesmbH,Lebensmittel,4663 Laakirchen,4663,,,Ja
PÖLL GesmbH & Co KG Fleisch- und Wurstspezialitäten,Lebensmittel,4655 Vorchdorf,4655,,https://www.poell-vorchdorf.at,Ja
s'GSCHÄFT UMS ECK,Lebensmittel,4653 Eberstalzell,4653,,,Ja
SPAR Markt Hessenberger,Lebensmittel,4663 Laakirchen,4663,,,Ja
SPAR Österr. Warenhandels AG,Lebensmittel,4655 Vorchdorf,4655,,https://www.spar.at,Ja
WELTLADEN,Lebensmittel,4655 Vorchdorf,4655,,https://www.weltladenvorchdorf.at,Ja
CREATIV OPTIK Plakolm,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.plakolm.at,Ja
FUSSL Modestraße Mayr GmbH,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.fussl.at,Ja
HOCHLEITHNER Schuhe Sport Mode,Mode & Accessoire,4656 Bad Wimsbach,4656,,https://www.hochleithner.net,Ja
LANG Schuhmode,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.fmzvorchdorf.at,Ja
Moden BAUMGARTNER,Mode & Accessoire,4663 Laakirchen,4663,,,Ja
NKD Österreich GmbH,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.nkd.at,Ja
NKD Österreich GmbH,Mode & Accessoire,4663 Laakirchen,4663,,https://www.nkd.at,Ja
PEARLE Optik Vorchdorf,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.pearle.at,Ja
ReVital Shop Vorchdorf,Mode & Accessoire,4655 Vorchdorf,4655,,,Ja
SCHWABEGGER Optik Hörgeräte Contactlinsen,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.schwabegger.at,Ja
SECONDHAND FARBENFROH,Mode & Accessoire,4662 Steyrermühl,4662,,,Ja
SUSANNE.ANZIEHEND,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.susanneanzlehend.at,Ja
WELTLADEN,Mode & Accessoire,4655 Vorchdorf,4655,,https://www.weltladenvorchdorf.at,Ja
Juwelier GASSENBAUER,Schmuck Uhren Manufakturen,4655 Vorchdorf,4655,,https://www.juwelier-gassenbauer.at,Ja
LEATHER ROSE Rosemarie Spitzbart,Schmuck Uhren Manufakturen,4655 Vorchdorf,4655,,https://www.leatherrose.at,Ja
ZOPF Schmuck Uhren Optik,Schmuck Uhren Manufakturen,4663 Laakirchen,4663,,https://www.zopf-optik.at,Ja
BP Tankstelle,Tankstellen,4655 Vorchdorf,4655,,,Ja
BP Tankstelle,Tankstellen,4662 Steyrermühl,4662,,,Ja
DICKINGER Agrarhandel GmbH,Tankstellen,4655 Vorchdorf,4655,,,Ja
ENI Tankstelle,Tankstellen,4655 Vorchdorf,4655,,,Ja
MÜLLER Tankstellen GesmbH,Tankstellen,4812 St. Konrad,4812,,,Ja
SHELL Tankstelle,Tankstellen,4662 Steyrermühl,4662,,,Ja
FISCHER Martin Tabak Trafik,Trafiken,4655 Vorchdorf,4655,,,Ja
HERMANSEDER Bernhard Trafik,Trafiken,4655 Vorchdorf,4655,,,Ja
LOIDL Michael Tabak Trafik,Trafiken,4663 Laakirchen,4663,,,Ja
AIGNER - Mietwagen Bus Taxi Transporte aller Art,Transport & Mobilität,4655 Vorchdorf,4655,,https://www.mietwagen-aigner.at,Ja
